Ownership,Fund,,Vidhan Sabha,,Mandal,,Panchayat,,Project Details,,Recommended Amount,,Recommended Year,,Project Status
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Cantonment Board,,Panchayat : Ward No. 4,,Project Details / Work Done / Welfare Scheme : Construction of shed in Kayeri Tola (Muda Tola Garh Baba) pond.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Ramgarh,,Mandal:Gola,,Panchayat : Barlanga,,Project Details / Work Done / Welfare Scheme : Installation of a deep boring and construction of water reservoir near the newly constructed Durga temple in village Barlanga.,,"3,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Daru,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 84 Anganwadi centers,,1464493,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Nagar West,,Panchayat : Ward No. 8,,Project Details / Work Done / Welfare Scheme : Deep boring for construction of Sanskriti Bhawan in Martyr Memorial near Parisadan Bhawan under Hazaribagh Sadar Block.,,"2,00,000",,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Nagar West,,Panchayat : Ward No. 6,,Project Details / Work Done / Welfare Scheme : Construction of stairs in Ward No. 06 Khajanchi Pond.,,"1,99,400",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : Mandaikhurd,,Project Details / Work Done / Welfare Scheme : From Lalit Kishore Prasad's house via Mahavir Aggarwal house to Ashok Malakar's house with drain construction slab.,,"1,99,500",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 84 Anganwadi centers,,1464493,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Nagar East,,Panchayat : Ward No. 26,,Project Details / Work Done / Welfare Scheme : PCC road construction from Dhatu Babu's house to Sunil General Store next to Eighth Road.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Nagar West,,Panchayat : Ward No. 5,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from Kanhari main road to Abhra Kothi.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Nagar West,,Panchayat : Ward No. 8,,"Project Details / Work Done / Welfare Scheme : Construction of PCC path from Mahesh Prasad's house to Suresh Prasad's house in Ganga Kutir Gali, Korra.",,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Nagar West,,Panchayat : Ward No. 12,,Project Details / Work Done / Welfare Scheme : Construction of PCC path from Jai Balaji Apartment to Naval Singh's house on Sadanand Road in Ward No. 12.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Nagar West,,Panchayat : Ward No. 12,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from Saketpuri Ranjan Azad's house to Saryu Nagay's house in Ward No. 12.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : Morangi,,Project Details / Work Done / Welfare Scheme : Deep boring in the land of Chaudhary Sahu in village Tumba.,,"1,99,800",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : Sindur,,Project Details / Work Done / Welfare Scheme : Construction of deep boring near the land of Deepak Kumar Sinha in Nawadih of village Sindur.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : Morangi,,Project Details / Work Done / Welfare Scheme : Construction of shed in the cremation ground in Panchayat Morangi village Tumba.,,"1,99,800",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : Lakhe,,Project Details / Work Done / Welfare Scheme : Construction of PCC path from Jugal Rana's house to Devi Mandap's house in village Lakhe.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Nagar East,,Panchayat : Ward No. 30,,Project Details / Work Done / Welfare Scheme : Construction of drain and construction of slab in Suresh Colony.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : ,,52986870,,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Nagar East,,Panchayat : Ward No. 25,,Project Details / Work Done / Welfare Scheme : Construction including pipe and drain and slab for water supply near Susmita Apartment in Ward No. 25 (Kanhari Road) of Hazaribagh Nagar.,,"4,99,900",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Nagar West,,Panchayat : Ward No. 5,,Project Details / Work Done / Welfare Scheme : Construction of PCC path from Sudhir Kumar Sinha's house to Dinesh Kushwaha's house in Sarle Deepugadha in Ward No. 05.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : Sindhani,,Project Details / Work Done / Welfare Scheme : Installation of solar high mast light at Sindhani Chowk in Panchayat Sindhani of Sadar block.,,"3,75,000",,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Nagar East,,Panchayat : Ward No. 26,,"Project Details / Work Done / Welfare Scheme : In place of deep boring near the house of Meena Devi's husband Laxman Prasad Mehta in Mauza Sarle of Sadar block, installation of deep boring next to the house of Meena Devi's husband Laxman Prasad Mehta in street no. 12, next to Mariam Tola U.P. of Mauza Sarle.",,"3,00,000",,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : Morangi,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from Krishna Ram's house to Panchayat Bhawan in village Morangi.,,"2,00,000",,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Daru,,Panchayat : Irga,,Project Details / Work Done / Welfare Scheme : Construction of cultural building near Shiva temple in village Chiruva.,,"5,00,000",,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Daru,,Panchayat : Irga,,Project Details / Work Done / Welfare Scheme : Construction of Pebhar block near Shiv temple in village Chiruva.,,"2,00,000",,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : Sindur,,Project Details / Work Done / Welfare Scheme : For the construction of Center for Tribal Studies in the Acharya Vinoba Bhave University campus located in Hazaribagh.,,"1,00,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Nagar East,,Panchayat : Ward No. 30,,Project Details / Work Done / Welfare Scheme : Construction of main reception gate of Wells Ground in Ward No. 30 under Hazaribagh Municipal Corporation area.,,"15,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Nagar East,,Panchayat : Ward No. 26,,"Project Details / Work Done / Welfare Scheme : In Ward No. 26, Ramnagar Road, from the house of late Pradeep Kasera to the house of Suman Kumar Sinha, deepening of the drain on both sides by 3 feet and construction of 1000 feet retaining wall on both sides.",,"15,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Construction of a warehouse at Sheikh Bhikhari Medical College Hospital, Hazaribagh.",,8351200,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Renovation of the old Civil Surgeon office located at Sheikh Bhikhari Medical College Hospital, Hazaribagh.",,4235900,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamdag,,Panchayat : Salgawaan,,"Project Details / Work Done / Welfare Scheme : Construction of a memorial in the name of Martyr Satish Prasad on the side of the main road in village Pakrar in place of Rs. 5.00 lakhs, in the place of Rs. 5.00 lakhs.",,"2,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamdag,,Panchayat : Salgawaan,,Project Details / Work Done / Welfare Scheme : Construction of welcome gate in village Pakrar.,,"3,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamsandi,,Panchayat : Katkamsandi,,Project Details / Work Done / Welfare Scheme : Construction of stairs in Adwariya river in Gram Panchayat Rebar of Katkamsandi block.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Nagar West,,Panchayat : Ward No. 4,,"Project Details / Work Done / Welfare Scheme : Construction of shed, tiles and Ashoka Pillar near the memorial in Jai Prakash Narayan Jail complex under Hazaribagh city area. Installation of shed tiles and statue of prisoner's pain near the memorial in Jai Prakash Narayan Jail complex under Hazaribagh Nagar.",,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Nagar West,,Panchayat : Ward No. 4,,Project Details / Work Done / Welfare Scheme : Construction of Fabhar Block Path from Arjun Ram's house in Ward No. 04 Village Navdiha to the boundary wall of Vinoba Bhave University.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Daru,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Work related to strengthening of Primary Health Center, Daru.",,14409500,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Canteen construction work in Sheikh Bhikhari Medical College Hospital, Hazaribagh.",,4972700,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamsandi,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Upgradation work of Sub Health Center, Dhothwa of Katkamsandi block.",,1120500,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamsandi,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Upgradation work of Sub Health Center, Shahpur of Katkamsandi block.",,1314400,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamdag,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Upgradation work of Primary Health Center, Sultana of Katkamsandi block.",,3475900,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamsandi,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Upgradation work of Health Sub Center, Kandasar of Katkamsandi block.",,3067550,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamsandi,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Upgradation work of health sub-centre, Pundri of Katkamsandi block.",,1022350,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of drain in Sheikh Bhikhari Medical College and Hospital Hazaribagh.,,18481700,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : Singhani,,Project Details / Work Done / Welfare Scheme : Deepening of dam below Jabra House.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : Morangi,,Project Details / Work Done / Welfare Scheme : Construction of ghat in village Tumba Bada Talab.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Daru,,Panchayat : Irga,,Project Details / Work Done / Welfare Scheme : Construction of ghat in Boliya pond in village Chiruwan.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : गुरहेत,,Project Details / Work Done / Welfare Scheme : Deepening of Bela Tungri pond in village Dhavaiya.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
